answer,current_clue,source_type,source_id,canonical_slug,source_ref,evidence_page_url,approved_count,fallback_used,rejected_candidates,rejected_reason_codes,manual_clue,reason_codes,reason_details,status
PC OSAKA,Gen IV location,location,319,,https://pokeapi.co/api/v2/location/319/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
PC SAPPORO,Gen IV location,location,322,,https://pokeapi.co/api/v2/location/322/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
PC TOKYO,Gen IV location,location,318,,https://pokeapi.co/api/v2/location/318/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
PC YOKOHAMA,Gen IV location,location,323,,https://pokeapi.co/api/v2/location/323/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
PEANUT BUTTER,Berry-blending ingredient,item,1708,,https://pokeapi.co/api/v2/item/1708/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PEARL,Valuable sellable loot,item,88,,https://pokeapi.co/api/v2/item/88/,https://bulbapedia.bulbagarden.net/wiki/Pearl,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PEARL STRING,Valuable sellable loot,item,623,,https://pokeapi.co/api/v2/item/623/,https://bulbapedia.bulbagarden.net/wiki/Pearl_String,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PEAT BLOCK,Evolution-trigger item,item,10002,,https://pokeapi.co/api/v2/item/10002/,https://bulbapedia.bulbagarden.net/wiki/Peat_Block,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PEPPER,Berry-blending ingredient,item,1711,,https://pokeapi.co/api/v2/item/1711/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PERCEPTION,Gen V ability,ability,10005,,https://pokeapi.co/api/v2/ability/10005/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PERISH SONG,Normal status move,move,195,,https://pokeapi.co/api/v2/move/195/,https://bulbapedia.bulbagarden.net/wiki/Perish_Song_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PEWTER,Urban landmark,location,231,,https://pokeapi.co/api/v2/location/231/,https://bulbapedia.bulbagarden.net/wiki/Pewter_City,1,false,,,,needs_more_crossword_clues|weak_connections_descriptors|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, needs_more_crossword_clues",needs_review
PHOTO ALBUM,Unlocks progression content,item,514,,https://pokeapi.co/api/v2/item/514/,https://bulbapedia.bulbagarden.net/wiki/Photo_Album,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PICKLE,Berry-blending ingredient,item,1728,,https://pokeapi.co/api/v2/item/1728/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PICKPOCKET,flinch-causing ability,ability,124,,https://pokeapi.co/api/v2/ability/124/,https://bulbapedia.bulbagarden.net/wiki/Pickpocket_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PICNIC SET,Outdoor meal kit,item,2015,,https://pokeapi.co/api/v2/item/2015/,https://bulbapedia.bulbagarden.net/wiki/Picnic_Set,1,false,Picnic item || Picnic-kit item,"answer_fragment_leak || answer_fragment_leak,duplicate_surface,style_repetition",,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PIKA PAPOW,Electric special move,move,732,,https://pokeapi.co/api/v2/move/732/,https://bulbapedia.bulbagarden.net/wiki/Pika_Papow_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PIKA PIKA PICK,Picnic item,item,2040,,https://pokeapi.co/api/v2/item/2040/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PIKACHU CUP,Picnic item,item,2060,,https://pokeapi.co/api/v2/item/2060/,https://bulbapedia.bulbagarden.net/wiki/Pikachu_Cup,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PIKANIUM Z BAG,unused,item,956,,https://pokeapi.co/api/v2/item/956/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PINEAPPLE,Berry-blending ingredient,item,1755,,https://pokeapi.co/api/v2/item/1755/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PINK APRICORN,Love Ball ingredient,item,462,,https://pokeapi.co/api/v2/item/462/,https://bulbapedia.bulbagarden.net/wiki/Pink_Apricorn,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PINK BOTTLE,Picnic item,item,2047,,https://pokeapi.co/api/v2/item/2047/,https://bulbapedia.bulbagarden.net/wiki/Pink_Bottle,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PINK CUP,Picnic item,item,2057,,https://pokeapi.co/api/v2/item/2057/,https://bulbapedia.bulbagarden.net/wiki/Pink_Cup,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PINK NECTAR,species specific,item,891,,https://pokeapi.co/api/v2/item/891/,https://bulbapedia.bulbagarden.net/wiki/Pink_Nectar,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
PIXILATE,Weather-linked trait,ability,182,,https://pokeapi.co/api/v2/ability/182/,https://bulbapedia.bulbagarden.net/wiki/Pixilate_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
PLUS,boosting ability,ability,57,,https://pokeapi.co/api/v2/ability/57/,https://bulbapedia.bulbagarden.net/wiki/Plus_(Ability),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POCO PATH,Paldea landmark,location,835,,https://pokeapi.co/api/v2/location/835/,https://bulbapedia.bulbagarden.net/wiki/Poco_Path,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON,toxic element,type,4,,https://pokeapi.co/api/v2/type/4/,https://bulbapedia.bulbagarden.net/wiki/Poison,3,true,,,,fallback_only|needs_more_crossword_clues,"fallback_only, needs_more_crossword_clues",needs_review
POISON FANG,poisoning move,move,305,,https://pokeapi.co/api/v2/move/305/,https://bulbapedia.bulbagarden.net/wiki/Poison_Fang_(move),2,false,Poison physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON GAS,poisoning move,move,139,,https://pokeapi.co/api/v2/move/139/,https://bulbapedia.bulbagarden.net/wiki/Poison_Gas_(move),1,false,Poison status move || Gen I Poison move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON GEM,Held battle item,item,597,,https://pokeapi.co/api/v2/item/597/,https://bulbapedia.bulbagarden.net/wiki/Poison_Gem,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON HEAL,poisoning trait,ability,90,,https://pokeapi.co/api/v2/ability/90/,https://bulbapedia.bulbagarden.net/wiki/Poison_Heal_(Ability),1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON JAB,poisoning move,move,398,,https://pokeapi.co/api/v2/move/398/,https://bulbapedia.bulbagarden.net/wiki/Poison_Jab_(move),2,false,Poison physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON MEMORY,Species-linked power item,item,904,,https://pokeapi.co/api/v2/item/904/,https://bulbapedia.bulbagarden.net/wiki/Poison_Memory,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON POWDER,poisoning move,move,77,,https://pokeapi.co/api/v2/move/77/,https://bulbapedia.bulbagarden.net/wiki/Poison_Powder_(move),1,false,Poison status move || Gen I Poison move,answer_fragment_leak || answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISON STING,poisoning move,move,40,,https://pokeapi.co/api/v2/move/40/,https://bulbapedia.bulbagarden.net/wiki/Poison_Sting_(move),2,false,Poison physical move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POISONIUM Z BAG,poisoning item,item,945,,https://pokeapi.co/api/v2/item/945/,,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POKE DOLL,Exchangeable collectible,item,63,,https://pokeapi.co/api/v2/item/63/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9_Doll,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POKE TOY,Gen V spelunking,item,618,,https://pokeapi.co/api/v2/item/618/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9_Toy,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POKEMON,core-series location,location,652,,https://pokeapi.co/api/v2/location/652/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Village,1,true,,,,needs_more_crossword_clues|weak_connections_descriptors|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, weak_connections_descriptors, fallback_only, needs_more_crossword_clues",needs_review
POKEMON BOX,Unlocks progression content,item,1007,,https://pokeapi.co/api/v2/item/1007/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Box_Link,2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POKEMON CENTER,Gen IV location,location,317,,https://pokeapi.co/api/v2/location/317/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Center,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKEMON EVENT,Gen IV location,location,325,,https://pokeapi.co/api/v2/location/325/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKEMON FESTA,Gen IV location,location,293,,https://pokeapi.co/api/v2/location/293/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Festa,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKEMON MOVIE,Gen IV location,location,268,,https://pokeapi.co/api/v2/location/268/,,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKEMON RANGER,Gen IV location,location,266,,https://pokeapi.co/api/v2/location/266/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9mon_Ranger,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKEPARK,Gen IV location,location,305,,https://pokeapi.co/api/v2/location/305/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9Park,2,true,,,,needs_more_crossword_clues|fallback_only|needs_more_crossword_clues,"needs_more_crossword_clues, fallback_only, needs_more_crossword_clues",needs_review
POKETCH CO,Sinnoh landmark,location,194,,https://pokeapi.co/api/v2/location/194/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POKEWALKER,Johto landmark,location,249,,https://pokeapi.co/api/v2/location/249/,https://bulbapedia.bulbagarden.net/wiki/Pok%C3%A9walker,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POLAR BIOME,Paldea landmark,location,1083,,https://pokeapi.co/api/v2/location/1083/,https://bulbapedia.bulbagarden.net/wiki/Polar_Biome,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POLAR PLAZA,Paldea landmark,location,1084,,https://pokeapi.co/api/v2/location/1084/,https://bulbapedia.bulbagarden.net/wiki/Polar_Plaza,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POLKA DOT CUP,Picnic item,item,2024,,https://pokeapi.co/api/v2/item/2024/,,2,false,,,,needs_more_crossword_clues|duplicate_surface|needs_more_crossword_clues,"needs_more_crossword_clues, duplicate_surface, needs_more_crossword_clues",needs_review
POTATO SALAD,Berry-blending ingredient,item,1749,,https://pokeapi.co/api/v2/item/1749/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER ANKLET,Held battle item,item,270,,https://pokeapi.co/api/v2/item/270/,https://bulbapedia.bulbagarden.net/wiki/Power_Anklet,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER BAND,Held battle item,item,269,,https://pokeapi.co/api/v2/item/269/,https://bulbapedia.bulbagarden.net/wiki/Power_Band,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER BELT,Held battle item,item,267,,https://pokeapi.co/api/v2/item/267/,https://bulbapedia.bulbagarden.net/wiki/Power_Belt,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER BRACER,Held battle item,item,266,,https://pokeapi.co/api/v2/item/266/,https://bulbapedia.bulbagarden.net/wiki/Power_Bracer,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER GEM,Rock special move,move,408,,https://pokeapi.co/api/v2/move/408/,https://bulbapedia.bulbagarden.net/wiki/Power_Gem_(move),2,false,80-power move,answer_fragment_leak,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER HERB,Held battle item,item,248,,https://pokeapi.co/api/v2/item/248/,https://bulbapedia.bulbagarden.net/wiki/Power_Herb,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER LENS,Held battle item,item,268,,https://pokeapi.co/api/v2/item/268/,https://bulbapedia.bulbagarden.net/wiki/Power_Lens,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER NAP,Gen V ability,ability,10014,,https://pokeapi.co/api/v2/ability/10014/,,1,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
POWER SPLIT,Psychic status move,move,471,,https://pokeapi.co/api/v2/move/471/,https://bulbapedia.bulbagarden.net/wiki/Power_Split_(move),2,false,,,,needs_more_crossword_clues|needs_more_crossword_clues,"needs_more_crossword_clues, needs_more_crossword_clues",needs_review
